Z  N   AME2020   Prediction   Difference
035 051 -75.632    -75.453     -0.179
035 052 -73.892    -73.770     -0.122
035 053 -70.716    -70.412     -0.304
035 054 -68.274    -68.163     -0.111
035 055 -64.000    -63.890     -0.110
035 056 -61.107    -61.109      0.002
035 057 -56.233    -56.269      0.036
035 058 -52.890    -52.946      0.056
036 035 -46.327    -46.002     -0.325
036 036 -53.941    -53.796     -0.145
036 037 -56.552    -56.413     -0.139
036 038 -62.332    -62.151     -0.181
036 039 -64.324    -64.157     -0.167
036 040 -69.014    -68.894     -0.120
036 041 -70.169    -69.956     -0.213
036 042 -74.178    -74.206      0.028
036 043 -74.442    -74.291     -0.151
036 044 -77.893    -77.813     -0.080
036 045 -77.696    -77.753      0.057
036 046 -80.592    -80.624      0.032
036 047 -79.991    -80.290      0.299
036 048 -82.439    -82.622      0.183
036 049 -81.480    -81.404     -0.076
036 050 -83.266    -83.151     -0.115
036 051 -80.710    -80.298     -0.412
036 052 -79.691    -79.558     -0.133
036 053 -76.536    -76.418     -0.118
036 054 -74.959    -74.702     -0.257
036 055 -70.974    -70.887     -0.087
036 056 -68.769    -68.574     -0.195
036 057 -64.136    -63.897     -0.239
036 058 -61.348    -61.232     -0.116
036 059 -56.159    -56.200      0.041
036 060 -53.082    -53.412      0.330
036 061 -47.424    -48.180      0.756
037 036 -46.012    -45.962     -0.050
037 037 -51.916    -51.849     -0.067
037 038 -57.219    -56.735     -0.484
037 039 -60.479    -60.471     -0.008
037 040 -64.830    -64.770     -0.060
037 041 -66.935    -66.904     -0.031
037 042 -70.803    -70.751     -0.052
037 043 -72.175    -71.877     -0.298
037 044 -75.457    -75.255     -0.202
037 045 -76.188    -76.284      0.096
037 046 -79.071    -79.273      0.202
037 047 -79.759    -79.888      0.129
037 048 -82.167    -82.865      0.698
037 049 -82.747    -82.814      0.067
037 050 -84.598    -84.631      0.033
037 051 -82.609    -82.400     -0.209
037 052 -81.712    -81.594     -0.118
037 053 -79.366    -79.092     -0.274
037 054 -77.745    -77.730     -0.015
037 055 -74.772    -74.370     -0.402
037 056 -72.620    -72.461     -0.159
037 057 -68.563    -68.432     -0.131
037 058 -65.890    -65.948      0.058
037 059 -61.354    -61.561      0.207
037 060 -58.519    -58.529      0.010
037 061 -54.369    -54.269     -0.100
037 062 -51.121    -51.108     -0.013
037 063 -46.266    -46.371      0.105
037 064 -42.567    -42.477     -0.090
037 065 -37.252    -37.198     -0.054
038 037 -46.619    -46.864      0.245
038 038 -54.248    -54.344      0.096
038 039 -57.803    -57.448     -0.355
038 040 -63.174    -62.982     -0.192
038 041 -65.480    -65.182     -0.298
038 042 -70.311    -70.179     -0.132
038 043 -71.528    -71.270     -0.258
038 044 -76.010    -75.955     -0.055
038 045 -76.798    -76.742     -0.056
038 046 -80.650    -80.584     -0.066
038 047 -81.103    -81.492      0.389
038 048 -84.523    -84.563      0.040
038 049 -84.880    -85.187      0.307
038 050 -87.922    -87.843     -0.079
038 051 -86.209    -85.863     -0.346
038 052 -85.951    -85.797     -0.154
038 053 -83.652    -83.805      0.153
038 054 -82.867    -82.783     -0.084
038 055 -80.086    -79.991     -0.095
038 056 -78.846    -78.512     -0.334
038 057 -75.117    -74.871     -0.246
038 058 -72.918    -72.885     -0.033
038 059 -68.581    -68.635      0.054
038 060 -66.422    -66.614      0.192
038 061 -62.519    -62.184     -0.335
038 062 -59.818    -59.718     -0.100
038 063 -55.325    -55.480      0.155
038 064 -52.159    -52.646      0.487
039 040 -57.803    -57.768     -0.035
039 041 -61.148    -61.032     -0.116
039 042 -65.713    -65.648     -0.065
039 043 -68.064    -67.981     -0.083
039 044 -72.206    -72.272      0.066
039 045 -73.894    -74.104      0.210
039 046 -77.842    -77.482     -0.360
039 047 -79.283    -79.133     -0.150
039 048 -83.018    -82.854     -0.164
039 049 -84.299    -84.211     -0.088
039 050 -87.711    -87.531     -0.180
039 051 -86.497    -85.856     -0.641
039 052 -86.351    -86.235     -0.116
039 053 -84.816    -84.853      0.037
039 054 -84.227    -84.058     -0.169
039 055 -82.351    -82.380      0.029
039 056 -81.208    -80.920     -0.288
039 057 -78.330    -77.891     -0.439
039 058 -76.115    -76.288      0.173
039 059 -72.289    -72.369      0.080
039 060 -70.644    -70.578     -0.066
039 061 -67.321    -67.173     -0.148
039 062 -65.055    -64.751     -0.304
039 063 -61.173    -60.944     -0.229
039 064 -58.457    -57.648     -0.809
040 041 -57.524    -57.638      0.114
040 042 -63.614    -63.610     -0.004
040 043 -65.912    -65.909     -0.003
040 044 -71.422    -71.463      0.041
040 045 -73.175    -73.002     -0.173
040 046 -77.969    -77.743     -0.226
040 047 -79.347    -79.179     -0.168
040 048 -83.629    -83.748      0.119
040 049 -84.878    -85.006      0.128
